Survey year,Unitid,Institution name,OPEID,Campus ID, Campus Name,Institution Size,Illegal weapons possession,Drug law violations,Liquor law violations,Category
2012,236948,University of Washington-Seattle Campus,379800,1,Main Campus,43485,0,0,0,Public discipline
2012,236939,Washington State University,380000,1,Pullman Campus,27679,0,1,7,Public discipline
2012,237011,Western Washington University,380200,1,Bellingham Campus,14833,0,8,11,Public discipline
2012,237057,Whitman College,380300,1,Whitman College,1539,0,0,1,Public discipline
2013,235316,Gonzaga University,377800,1,Main Campus,7605,0,0,0,Public discipline
2013,236595,Seattle University,379000,1,Main Campus,7422,0,0,0,Public discipline
2013,236948,University of Washington-Seattle Campus,379800,1,Main Campus,43762,0,1,0,Public discipline
2013,236939,Washington State University,380000,1,Pullman Campus,27642,0,2,0,Public discipline
2013,237011,Western Washington University,380200,1,Bellingham Campus,14950,0,0,1,Public discipline
2013,237057,Whitman College,380300,1,Whitman College,1541,0,0,1,Public discipline
2014,235316,Gonzaga University,377800,1,Main Campus,7352,0,0,0,Public discipline
2014,236595,Seattle University,379000,1,Main Campus,7273,0,3,0,Public discipline
2014,236948,University of Washington-Seattle Campus,379800,1,Main Campus,44784,0,0,0,Public discipline
2014,236939,Washington State University,380000,1,Pullman Campus,28686,0,0,0,Public discipline
2014,237011,Western Washington University,380200,1,Bellingham Campus,15060,0,0,0,Public discipline
2014,237057,Whitman College,380300,1,Whitman College,1498,0,5,0,Public discipline
2015,235316,Gonzaga University,377800,1,Main Campus,7491,0,0,0,Public discipline
2015,236595,Seattle University,379000,1,Main Campus,7405,0,2,0,Public discipline
2015,236948,University of Washington-Seattle Campus,379800,1,Main Campus,45408,0,0,0,Public discipline
2015,236939,Washington State University,380000,1,Pullman Campus,29686,0,0,0,Public discipline
2015,237011,Western Washington University,380200,1,Bellingham Campus,15332,0,0,3,Public discipline
2015,237057,Whitman College,380300,1,Whitman College,1470,0,0,4,Public discipline
2016,235316,Gonzaga University,377800,1,Main Campus,7567,0,0,1,Public discipline
2016,236595,Seattle University,379000,1,Main Campus,7487,0,0,0,Public discipline
2016,236595,Seattle University,379000,2,Eastside Campus,7487,0,0,0,Public discipline
2016,236948,University of Washington-Seattle Campus,379800,1,Main Campus,45591,0,0,0,Public discipline
2016,236939,Washington State University,380000,1,Pullman Campus,30142,0,0,0,Public discipline
2016,237011,Western Washington University,380200,1,Bellingham Campus,15574,0,0,0,Public discipline
2016,237057,Whitman College,380300,1,Whitman College,1493,0,0,1,Public discipline
2017,235316,Gonzaga University,377800,1,Main Campus,7506,0,0,4,Public discipline
2017,236595,Seattle University,379000,1,Main Campus,7278,0,0,0,Public discipline
2017,236595,Seattle University,379000,2,Eastside Campus,7278,0,0,0,Public discipline
2017,236948,University of Washington-Seattle Campus,379800,1,Main Campus,46166,0,3,8,Public discipline
2017,236939,Washington State University,380000,1,Pullman Campus,30614,0,0,0,Public discipline
2017,237011,Western Washington University,380200,1,Bellingham Campus,15915,0,6,3,Public discipline
2017,237057,Whitman College,380300,1,Whitman College,1510,0,0,0,Public discipline
2018,235316,Gonzaga University,377800,1,Main Campus,7563,0,1,9,Public discipline
2018,236595,Seattle University,379000,1,Main Campus,7291,0,1,9,Public discipline
2018,236948,University of Washington-Seattle Campus,379800,1,Main Campus,47400,0,0,0,Public discipline
2018,236939,Washington State University,380000,1,Pullman Campus,31478,0,9,0,Public discipline
2018,237011,Western Washington University,380200,1,Bellingham Campus,16121,0,0,0,Public discipline
2018,237057,Whitman College,380300,1,Whitman College,1475,0,0,0,Public discipline
2019,235316,Gonzaga University,377800,1,Main Campus,7537,0,2,1,Public discipline
2019,236595,Seattle University,379000,1,Main Campus,7199,0,1,6,Public discipline
2019,236948,University of Washington-Seattle Campus,379800,1,Main Campus,47576,0,0,0,Public discipline
2019,236939,Washington State University,380000,1,Pullman Campus,31607,0,0,0,Public discipline
2019,237011,Western Washington University,380200,1,Bellingham Campus,16142,0,1,0,Public discipline
2019,237057,Whitman College,380300,1,Whitman College,1579,0,0,0,Public discipline
2020,235316,Gonzaga University,377800,1,Main Campus,7295,0,5,0,Public discipline
2020,236595,Seattle University,379000,1,Main Campus,7050,0,0,0,Public discipline
2020,236948,University of Washington-Seattle Campus,379800,1,Main Campus,48149,0,0,0,Public discipline
2020,236939,Washington State University,380000,1,Pullman Campus,31159,0,0,0,Public discipline
2020,237011,Western Washington University,380200,1,Bellingham Campus,15197,0,0,0,Public discipline
2020,237057,Whitman College,380300,1,Whitman College,1360,0,0,0,Public discipline
2021,235316,Gonzaga University,377800,1,Main Campus,7381,0,0,3,Public discipline
2021,236595,Seattle University,379000,1,Main Campus,7268,0,0,0,Public discipline
2021,236948,University of Washington-Seattle Campus,379800,1,Main Campus,52434,0,0,0,Public discipline
2021,236939,Washington State University,380000,1,Pullman Campus,29843,0,0,0,Public discipline
2021,237011,Western Washington University,380200,1,Bellingham Campus,15125,0,0,0,Public discipline
2021,237057,Whitman College,380300,1,Whitman College,1559,0,0,0,Public discipline
2022,235316,Gonzaga University,377800,1,Main Campus,7253,0,0,1,Public discipline
2022,236595,Seattle University,379000,1,Main Campus,7121,0,0,0,Public discipline
2022,236948,University of Washington-Seattle Campus,379800,1,Main Campus,52319,0,0,0,Public discipline
2022,236939,Washington State University,380000,1,Pullman Campus,27539,0,0,1,Public discipline
2022,237011,Western Washington University,380200,1,Bellingham Campus,14747,0,0,0,Public discipline
2022,237057,Whitman College,380300,1,Whitman College,1493,0,0,0,Public discipline
2008,235316,Gonzaga University,377800,1,Main Campus,7272,2,7,370,On-campus housing discipline
2008,236595,Seattle University,379000,1,Main Campus,7560,6,24,86,On-campus housing discipline
2008,236948,University of Washington-Seattle Campus,379800,1,Main Campus,39675,0,56,246,On-campus housing discipline
2008,236939,Washington State University,380000,1,Pullman Campus,25352,3,29,466,On-campus housing discipline
2008,237011,Western Washington University,380200,1,Bellingham Campus,14620,2,212,329,On-campus housing discipline
2008,237057,Whitman College,380300,1,Whitman College,1458,0,4,12,On-campus housing discipline
2009,235316,Gonzaga University,377800,1,Main Campus,7633,0,47,736,On-campus housing discipline
2009,236595,Seattle University,379000,1,Main Campus,7751,1,28,125,On-campus housing discipline
2009,236948,University of Washington-Seattle Campus,379800,1,Main Campus,45943,2,50,370,On-campus housing discipline
2009,236939,Washington State University,380000,1,Pullman Campus,26101,4,40,474,On-campus housing discipline
2009,237011,Western Washington University,380200,1,Bellingham Campus,14575,0,117,314,On-campus housing discipline
2009,237057,Whitman College,380300,1,Whitman College,1515,0,26,16,On-campus housing discipline
2010,235316,Gonzaga University,377800,1,Main Campus,7738,0,71,493,On-campus housing discipline
2010,236595,Seattle University,379000,1,Main Campus,7817,0,37,173,On-campus housing discipline
2010,236948,University of Washington-Seattle Campus,379800,1,Main Campus,42451,0,67,297,On-campus housing discipline
2010,236939,Washington State University,380000,1,Pullman Campus,26308,2,41,391,On-campus housing discipline
2010,237011,Western Washington University,380200,1,Bellingham Campus,14979,0,81,239,On-campus housing discipline
2010,237057,Whitman College,380300,1,Whitman College,1555,0,13,19,On-campus housing discipline
2011,235316,Gonzaga University,377800,1,Main Campus,7764,0,71,681,On-campus housing discipline
2011,236595,Seattle University,379000,1,Main Campus,7755,2,44,270,On-campus housing discipline
2011,236948,University of Washington-Seattle Campus,379800,1,Main Campus,42444,0,177,447,On-campus housing discipline
2011,236939,Washington State University,380000,1,Pullman Campus,27329,0,49,299,On-campus housing discipline
2011,237011,Western Washington University,380200,1,Bellingham Campus,14842,0,154,243,On-campus housing discipline
2011,237057,Whitman College,380300,1,Whitman College,1596,0,9,12,On-campus housing discipline
2012,235316,Gonzaga University,377800,1,Main Campus,7781,0,34,497,On-campus housing discipline
2012,236595,Seattle University,379000,1,Main Campus,7484,0,93,94,On-campus housing discipline
2012,236948,University of Washington-Seattle Campus,379800,1,Main Campus,43485,1,186,539,On-campus housing discipline
2012,236939,Washington State University,380000,1,Pullman Campus,27679,0,42,224,On-campus housing discipline
2012,237011,Western Washington University,380200,1,Bellingham Campus,14833,0,196,402,On-campus housing discipline
2012,237057,Whitman College,380300,1,Whitman College,1539,0,48,32,On-campus housing discipline
2013,235316,Gonzaga University,377800,1,Main Campus,7605,3,43,676,On-campus housing discipline
2013,236595,Seattle University,379000,1,Main Campus,7422,0,129,201,On-campus housing discipline
2013,236948,University of Washington-Seattle Campus,379800,1,Main Campus,43762,0,243,600,On-campus housing discipline
2013,236939,Washington State University,380000,1,Pullman Campus,27642,1,97,384,On-campus housing discipline
2013,237011,Western Washington University,380200,1,Bellingham Campus,14950,0,180,317,On-campus housing discipline
2013,237057,Whitman College,380300,1,Whitman College,1541,0,22,28,On-campus housing discipline
2014,235316,Gonzaga University,377800,1,Main Campus,7352,1,60,735,On-campus housing discipline
2014,236595,Seattle University,379000,1,Main Campus,7273,0,64,142,On-campus housing discipline
2014,236948,University of Washington-Seattle Campus,379800,1,Main Campus,44784,0,145,593,On-campus housing discipline
2014,236939,Washington State University,380000,1,Pullman Campus,28686,2,292,240,On-campus housing discipline
2014,237011,Western Washington University,380200,1,Bellingham Campus,15060,0,225,320,On-campus housing discipline
2014,237057,Whitman College,380300,1,Whitman College,1498,0,36,47,On-campus housing discipline
2015,235316,Gonzaga University,377800,1,Main Campus,7491,1,50,727,On-campus housing discipline
2015,236595,Seattle University,379000,1,Main Campus,7405,2,67,169,On-campus housing discipline
2015,236948,University of Washington-Seattle Campus,379800,1,Main Campus,45408,0,123,578,On-campus housing discipline
2015,236939,Washington State University,380000,1,Pullman Campus,29686,0,249,204,On-campus housing discipline
2015,237011,Western Washington University,380200,1,Bellingham Campus,15332,1,178,263,On-campus housing discipline
2015,237057,Whitman College,380300,1,Whitman College,1470,0,31,27,On-campus housing discipline
2016,235316,Gonzaga University,377800,1,Main Campus,7567,0,80,758,On-campus housing discipline
2016,236595,Seattle University,379000,1,Main Campus,7487,0,128,235,On-campus housing discipline
2016,236948,University of Washington-Seattle Campus,379800,1,Main Campus,45591,0,73,371,On-campus housing discipline
2016,236939,Washington State University,380000,1,Pullman Campus,30142,0,180,345,On-campus housing discipline
2016,237011,Western Washington University,380200,1,Bellingham Campus,15574,0,194,329,On-campus housing discipline
2016,237057,Whitman College,380300,1,Whitman College,1493,0,44,24,On-campus housing discipline
2017,235316,Gonzaga University,377800,1,Main Campus,7506,0,114,610,On-campus housing discipline
2017,236595,Seattle University,379000,1,Main Campus,7278,0,169,270,On-campus housing discipline
2017,236948,University of Washington-Seattle Campus,379800,1,Main Campus,46166,0,99,406,On-campus housing discipline
2017,236939,Washington State University,380000,1,Pullman Campus,30614,0,259,164,On-campus housing discipline
2017,237011,Western Washington University,380200,1,Bellingham Campus,15915,0,213,400,On-campus housing discipline
2017,237057,Whitman College,380300,1,Whitman College,1510,0,48,120,On-campus housing discipline
2018,235316,Gonzaga University,377800,1,Main Campus,7563,0,80,483,On-campus housing discipline
2018,236595,Seattle University,379000,1,Main Campus,7291,0,140,212,On-campus housing discipline
2018,236948,University of Washington-Seattle Campus,379800,1,Main Campus,47400,0,307,644,On-campus housing discipline
2018,236939,Washington State University,380000,1,Pullman Campus,31478,0,246,169,On-campus housing discipline
2018,237011,Western Washington University,380200,1,Bellingham Campus,16121,0,161,270,On-campus housing discipline
2018,237057,Whitman College,380300,1,Whitman College,1475,0,24,184,On-campus housing discipline
2019,235316,Gonzaga University,377800,1,Main Campus,7537,0,76,719,On-campus housing discipline
2019,236595,Seattle University,379000,1,Main Campus,7199,0,90,162,On-campus housing discipline
2019,236948,University of Washington-Seattle Campus,379800,1,Main Campus,47576,1,145,498,On-campus housing discipline
2019,236939,Washington State University,380000,1,Pullman Campus,31607,0,279,162,On-campus housing discipline
2019,237011,Western Washington University,380200,1,Bellingham Campus,16142,0,147,244,On-campus housing discipline
2019,237057,Whitman College,380300,1,Whitman College,1579,0,27,161,On-campus housing discipline
2020,235316,Gonzaga University,377800,1,Main Campus,7295,0,72,375,On-campus housing discipline
2020,236595,Seattle University,379000,1,Main Campus,7050,0,38,74,On-campus housing discipline
2020,236948,University of Washington-Seattle Campus,379800,1,Main Campus,48149,0,48,221,On-campus housing discipline
2020,236939,Washington State University,380000,1,Pullman Campus,31159,0,98,108,On-campus housing discipline
2020,237011,Western Washington University,380200,1,Bellingham Campus,15197,1,102,104,On-campus housing discipline
2020,237057,Whitman College,380300,1,Whitman College,1360,0,23,53,On-campus housing discipline
2021,235316,Gonzaga University,377800,1,Main Campus,7381,1,91,512,On-campus housing discipline
2021,236595,Seattle University,379000,1,Main Campus,7268,1,26,55,On-campus housing discipline
2021,236948,University of Washington-Seattle Campus,379800,1,Main Campus,52434,0,41,126,On-campus housing discipline
2021,236939,Washington State University,380000,1,Pullman Campus,29843,0,51,256,On-campus housing discipline
2021,237011,Western Washington University,380200,1,Bellingham Campus,15125,0,78,140,On-campus housing discipline
2021,237057,Whitman College,380300,1,Whitman College,1559,0,7,79,On-campus housing discipline
2022,235316,Gonzaga University,377800,1,Main Campus,7253,0,35,414,On-campus housing discipline
2022,236595,Seattle University,379000,1,Main Campus,7121,3,49,109,On-campus housing discipline
2022,236948,University of Washington-Seattle Campus,379800,1,Main Campus,52319,0,44,102,On-campus housing discipline
2022,236939,Washington State University,380000,1,Pullman Campus,27539,0,21,163,On-campus housing discipline
2022,237011,Western Washington University,380200,1,Bellingham Campus,14747,0,96,224,On-campus housing discipline
2022,237057,Whitman College,380300,1,Whitman College,1493,0,5,89,On-campus housing discipline
